user_id,signup_date,country,device_type,age_group,acquisition_channel
U077372,2026-02-19,Canada,Mobile,45-54,Organic
U077373,2026-01-18,USA,Desktop,18-24,Email
U077374,2026-01-28,Australia,Desktop,25-34,Organic
U077375,2026-01-29,USA,Mobile,25-34,Referral
U077376,2026-03-14,USA,Mobile,25-34,Social
U077377,2026-03-26,Canada,Mobile,18-24,Organic
U077378,2026-02-14,Canada,Mobile,18-24,Organic
U077379,2026-01-07,India,Tablet,55+,Social
U077380,2026-02-14,USA,Desktop,35-44,Organic
U077381,2026-03-30,India,Desktop,18-24,Referral
U077382,2026-01-26,USA,Desktop,25-34,Paid Search
U077383,2026-03-11,USA,Mobile,35-44,Social
U077384,2026-02-18,India,Mobile,25-34,Paid Search
U077385,2026-03-25,Germany,Mobile,35-44,Email
U077386,2026-01-18,India,Mobile,25-34,Organic
U077387,2026-03-25,Australia,Mobile,25-34,Organic
U077388,2026-02-09,Germany,Tablet,25-34,Paid Search
U077389,2026-01-18,Australia,Mobile,35-44,Organic
U077390,2026-02-16,USA,Mobile,18-24,Email
U077391,2026-01-01,Germany,Desktop,35-44,Paid Search
U077392,2026-02-02,India,Mobile,45-54,Social
U077393,2026-02-08,India,Desktop,45-54,Referral
U077394,2026-01-23,India,Mobile,35-44,Social
U077395,2026-01-14,India,Mobile,18-24,Email
U077396,2026-03-26,Canada,Desktop,25-34,Organic
U077397,2026-02-13,India,Tablet,35-44,Email
U077398,2026-02-06,USA,Desktop,18-24,Paid Search
U077399,2026-03-12,UK,Mobile,35-44,Paid Search
U077400,2026-03-17,Canada,Mobile,35-44,Paid Search
U077401,2026-02-06,India,Mobile,35-44,Paid Search
U077402,2026-01-28,Australia,Mobile,55+,Email
U077403,2026-01-07,USA,Desktop,18-24,Social
U077404,2026-02-21,UK,Mobile,25-34,Referral
U077405,2026-01-17,UK,Desktop,35-44,Referral
U077406,2026-03-03,Australia,Desktop,18-24,Organic
U077407,2026-02-06,Australia,Desktop,35-44,Organic
U077408,2026-01-14,Australia,Mobile,25-34,Social
U077409,2026-02-20,UK,Mobile,18-24,Organic
U077410,2026-02-24,India,Mobile,35-44,Organic
U077411,2026-02-26,India,Mobile,18-24,Social
U077412,2026-01-04,Australia,Tablet,25-34,Social
U077413,2026-03-27,UK,Mobile,45-54,Paid Search
U077414,2026-02-18,India,Mobile,18-24,Organic
U077415,2026-03-22,India,Mobile,35-44,Paid Search
U077416,2026-02-04,Australia,Tablet,18-24,Social
U077417,2026-02-22,USA,Mobile,35-44,Social
U077418,2026-02-01,India,Tablet,25-34,Paid Search
U077419,2026-03-30,India,Mobile,18-24,Paid Search
U077420,2026-01-10,Germany,Desktop,25-34,Social
U077421,2026-03-03,India,Mobile,25-34,Organic
U077422,2026-01-02,UK,Desktop,25-34,Referral
U077423,2026-03-04,India,Mobile,18-24,Organic
U077424,2026-03-17,Canada,Mobile,35-44,Paid Search
U077425,2026-01-16,Germany,Desktop,45-54,Organic
U077426,2026-01-16,USA,Mobile,35-44,Referral
U077427,2026-01-03,Germany,Desktop,25-34,Paid Search
U077428,2026-03-30,India,Desktop,18-24,Organic
U077429,2026-01-18,UK,Mobile,25-34,Organic
U077430,2026-02-11,India,Mobile,55+,Social
U077431,2026-02-01,India,Mobile,45-54,Social
U077432,2026-02-19,Canada,Mobile,35-44,Social
U077433,2026-02-18,Germany,Mobile,35-44,Paid Search
U077434,2026-01-03,Canada,Mobile,18-24,Referral
U077435,2026-03-13,India,Desktop,25-34,Organic
U077436,2026-01-05,India,Mobile,25-34,Organic
U077437,2026-02-26,India,Mobile,25-34,Paid Search
U077438,2026-03-25,India,Desktop,18-24,Paid Search
U077439,2026-02-13,India,Mobile,18-24,Email
U077440,2026-01-25,India,Tablet,45-54,Paid Search
U077441,2026-03-11,Germany,Mobile,25-34,Paid Search
U077442,2026-01-23,USA,Desktop,25-34,Paid Search
U077443,2026-03-29,India,Desktop,35-44,Organic
U077444,2026-01-10,UK,Desktop,45-54,Paid Search
U077445,2026-01-10,Australia,Mobile,45-54,Organic
U077446,2026-02-02,India,Mobile,45-54,Social
U077447,2026-03-14,Canada,Mobile,25-34,Organic
U077448,2026-01-18,Australia,Mobile,18-24,Social
U077449,2026-03-08,India,Mobile,45-54,Organic
U077450,2026-03-15,USA,Mobile,25-34,Organic
U077451,2026-01-27,India,Desktop,55+,Paid Search
U077452,2026-02-04,India,Mobile,35-44,Organic
U077453,2026-03-03,Canada,Mobile,18-24,Organic
U077454,2026-01-18,India,Desktop,25-34,Email
U077455,2026-01-07,USA,Mobile,55+,Email
U077456,2026-03-12,USA,Mobile,45-54,Paid Search
U077457,2026-03-27,USA,Desktop,18-24,Referral
U077458,2026-01-10,Australia,Mobile,18-24,Organic
U077459,2026-01-27,USA,Mobile,35-44,Referral
U077460,2026-03-09,Germany,Mobile,55+,Referral
U077461,2026-03-17,Canada,Mobile,55+,Paid Search
U077462,2026-03-08,USA,Tablet,35-44,Organic
U077463,2026-02-24,India,Mobile,25-34,Referral
U077464,2026-02-17,USA,Mobile,18-24,Social
U077465,2026-03-08,UK,Mobile,45-54,Organic
U077466,2026-03-30,Germany,Tablet,18-24,Paid Search
U077467,2026-01-26,India,Mobile,35-44,Social
U077468,2026-02-09,Germany,Tablet,55+,Social
U077469,2026-03-12,India,Desktop,35-44,Referral
U077470,2026-02-15,India,Mobile,35-44,Email
U077471,2026-03-15,Germany,Mobile,45-54,Social
U077472,2026-03-08,USA,Mobile,18-24,Social
U077473,2026-01-11,Germany,Desktop,45-54,Email
U077474,2026-02-20,Germany,Mobile,25-34,Organic
U077475,2026-02-01,India,Mobile,35-44,Email
U077476,2026-03-13,USA,Desktop,45-54,Paid Search
U077477,2026-01-20,India,Mobile,25-34,Paid Search
U077478,2026-01-05,Australia,Mobile,25-34,Paid Search
U077479,2026-02-10,India,Desktop,35-44,Organic
U077480,2026-01-13,India,Desktop,25-34,Organic
U077481,2026-03-16,Canada,Desktop,18-24,Organic
U077482,2026-01-03,Canada,Desktop,35-44,Social
U077483,2026-01-15,Canada,Mobile,35-44,Email
U077484,2026-02-25,India,Mobile,35-44,Social
U077485,2026-02-12,UK,Mobile,18-24,Organic
U077486,2026-03-15,USA,Desktop,35-44,Organic
U077487,2026-03-08,UK,Tablet,35-44,Organic
U077488,2026-02-15,India,Tablet,45-54,Organic
U077489,2026-02-17,Germany,Tablet,35-44,Paid Search
U077490,2026-03-19,USA,Mobile,35-44,Organic
U077491,2026-02-05,Canada,Mobile,25-34,Social
U077492,2026-01-23,USA,Desktop,18-24,Referral
U077493,2026-02-24,Australia,Mobile,35-44,Organic
U077494,2026-02-24,USA,Desktop,25-34,Paid Search
U077495,2026-02-23,India,Desktop,45-54,Referral
U077496,2026-03-06,Germany,Mobile,55+,Paid Search
U077497,2026-02-20,USA,Mobile,25-34,Paid Search
U077498,2026-02-01,USA,Tablet,45-54,Organic
U077499,2026-03-26,USA,Mobile,25-34,Paid Search
U077500,2026-01-20,Australia,Tablet,25-34,Email
U077501,2026-02-05,USA,Desktop,35-44,Email
U077502,2026-02-01,USA,Desktop,35-44,Referral
U077503,2026-02-26,USA,Mobile,25-34,Organic
U077504,2026-01-29,USA,Tablet,35-44,Organic
U077505,2026-02-15,UK,Mobile,18-24,Paid Search
U077506,2026-03-28,Australia,Mobile,35-44,Organic
U077507,2026-02-04,UK,Mobile,18-24,Paid Search
U077508,2026-03-20,India,Mobile,35-44,Organic
U077509,2026-03-15,Canada,Desktop,45-54,Social
U077510,2026-02-21,India,Mobile,25-34,Referral
U077511,2026-01-15,USA,Mobile,25-34,Paid Search
U077512,2026-03-30,Australia,Mobile,45-54,Organic
U077513,2026-03-22,UK,Mobile,35-44,Social
U077514,2026-02-20,Germany,Mobile,35-44,Organic
U077515,2026-01-31,USA,Mobile,18-24,Paid Search
U077516,2026-03-16,UK,Desktop,25-34,Social
U077517,2026-03-25,Canada,Mobile,35-44,Referral
U077518,2026-01-16,USA,Desktop,45-54,Referral
U077519,2026-02-05,India,Mobile,25-34,Paid Search
U077520,2026-02-08,India,Mobile,55+,Paid Search
U077521,2026-01-11,India,Desktop,45-54,Organic
U077522,2026-01-20,India,Mobile,18-24,Referral
U077523,2026-03-31,India,Tablet,35-44,Social
U077524,2026-02-25,India,Mobile,45-54,Paid Search
U077525,2026-03-31,India,Mobile,18-24,Paid Search
U077526,2026-02-11,USA,Desktop,45-54,Social
U077527,2026-02-16,USA,Mobile,25-34,Organic
U077528,2026-01-06,USA,Desktop,55+,Email
U077529,2026-02-04,Australia,Mobile,35-44,Paid Search
U077530,2026-01-08,India,Mobile,55+,Paid Search
U077531,2026-03-12,India,Mobile,35-44,Social
U077532,2026-02-06,USA,Mobile,18-24,Organic
U077533,2026-02-19,UK,Desktop,18-24,Organic
U077534,2026-01-16,India,Mobile,55+,Social
U077535,2026-01-09,India,Mobile,18-24,Organic
U077536,2026-03-16,India,Mobile,35-44,Organic
U077537,2026-03-26,USA,Desktop,25-34,Paid Search
U077538,2026-03-01,USA,Desktop,25-34,Social
U077539,2026-02-20,USA,Mobile,45-54,Paid Search
U077540,2026-02-15,Germany,Mobile,25-34,Organic
U077541,2026-03-12,USA,Mobile,35-44,Referral
U077542,2026-01-12,Canada,Desktop,25-34,Referral
U077543,2026-03-05,USA,Tablet,18-24,Paid Search
U077544,2026-01-21,Canada,Mobile,25-34,Paid Search
U077545,2026-01-05,Australia,Mobile,35-44,Referral
U077546,2026-01-06,India,Desktop,18-24,Social
U077547,2026-02-12,India,Mobile,18-24,Organic
U077548,2026-01-26,Australia,Desktop,55+,Email
U077549,2026-02-23,USA,Mobile,45-54,Organic
U077550,2026-01-03,Canada,Mobile,18-24,Organic
U077551,2026-01-11,UK,Desktop,25-34,Referral
U077552,2026-03-28,USA,Desktop,18-24,Social
U077553,2026-01-25,India,Mobile,35-44,Organic
U077554,2026-01-12,India,Mobile,45-54,Paid Search
U077555,2026-03-06,UK,Desktop,35-44,Organic
U077556,2026-01-04,Germany,Mobile,35-44,Paid Search
U077557,2026-02-21,UK,Mobile,45-54,Referral
U077558,2026-03-06,Canada,Mobile,25-34,Organic
U077559,2026-03-11,India,Mobile,25-34,Social
U077560,2026-02-03,Germany,Mobile,25-34,Paid Search
U077561,2026-01-16,UK,Tablet,45-54,Paid Search
U077562,2026-03-16,Canada,Mobile,25-34,Organic
U077563,2026-01-14,Australia,Mobile,25-34,Paid Search
U077564,2026-03-15,UK,Mobile,25-34,Referral
U077565,2026-03-02,India,Mobile,35-44,Paid Search
U077566,2026-02-22,USA,Mobile,35-44,Organic
U077567,2026-02-27,India,Desktop,45-54,Paid Search
U077568,2026-03-04,Canada,Mobile,25-34,Email
U077569,2026-01-13,USA,Mobile,55+,Paid Search
U077570,2026-02-14,India,Desktop,18-24,Organic
U077571,2026-02-24,USA,Mobile,45-54,Paid Search
U077572,2026-02-02,USA,Desktop,18-24,Email
U077573,2026-03-03,Germany,Mobile,25-34,Referral
U077574,2026-02-08,India,Desktop,25-34,Social
U077575,2026-01-13,India,Desktop,25-34,Organic
U077576,2026-03-22,Canada,Mobile,45-54,Paid Search
U077577,2026-03-14,India,Mobile,18-24,Email
U077578,2026-01-13,Germany,Mobile,25-34,Paid Search
U077579,2026-01-16,India,Mobile,35-44,Organic
U077580,2026-02-23,Australia,Mobile,25-34,Paid Search
U077581,2026-01-30,UK,Desktop,25-34,Referral
U077582,2026-02-08,India,Mobile,18-24,Organic
U077583,2026-03-05,USA,Mobile,25-34,Referral
U077584,2026-03-11,USA,Mobile,35-44,Organic
U077585,2026-01-12,Germany,Desktop,25-34,Paid Search
U077586,2026-01-02,Germany,Mobile,45-54,Organic
U077587,2026-02-02,Germany,Desktop,25-34,Paid Search
U077588,2026-01-15,Australia,Mobile,55+,Social
U077589,2026-03-22,Germany,Mobile,45-54,Organic
U077590,2026-02-21,UK,Desktop,18-24,Email
U077591,2026-02-04,USA,Mobile,25-34,Social
U077592,2026-02-07,UK,Tablet,55+,Email
U077593,2026-03-21,Australia,Mobile,25-34,Social
U077594,2026-02-11,Canada,Tablet,25-34,Social
U077595,2026-03-22,India,Mobile,25-34,Referral
U077596,2026-01-07,USA,Mobile,25-34,Paid Search
U077597,2026-02-25,USA,Mobile,18-24,Referral
U077598,2026-01-05,India,Desktop,55+,Organic
U077599,2026-02-09,USA,Desktop,35-44,Paid Search
U077600,2026-03-02,India,Mobile,55+,Social
U077601,2026-03-06,India,Mobile,25-34,Organic
U077602,2026-03-07,USA,Mobile,35-44,Referral
U077603,2026-03-09,Germany,Tablet,25-34,Organic
U077604,2026-03-06,India,Desktop,35-44,Organic
U077605,2026-03-26,India,Mobile,25-34,Paid Search
U077606,2026-02-11,UK,Desktop,45-54,Referral
U077607,2026-02-04,India,Desktop,18-24,Referral
U077608,2026-03-07,UK,Desktop,25-34,Organic
U077609,2026-01-25,UK,Mobile,25-34,Referral
U077610,2026-01-06,Germany,Mobile,18-24,Paid Search
U077611,2026-01-08,India,Mobile,55+,Organic
U077612,2026-02-04,Australia,Desktop,18-24,Paid Search
U077613,2026-02-22,UK,Desktop,35-44,Email
U077614,2026-01-19,USA,Mobile,25-34,Referral
U077615,2026-01-09,India,Desktop,25-34,Paid Search
U077616,2026-02-02,India,Mobile,25-34,Email
U077617,2026-01-08,USA,Desktop,18-24,Organic
U077618,2026-02-07,India,Mobile,25-34,Referral
U077619,2026-02-01,UK,Mobile,45-54,Social
U077620,2026-01-23,USA,Mobile,18-24,Organic
U077621,2026-02-03,India,Mobile,45-54,Organic
U077622,2026-03-28,Canada,Desktop,18-24,Referral
U077623,2026-02-15,USA,Desktop,35-44,Paid Search
U077624,2026-02-01,USA,Mobile,35-44,Email
U077625,2026-01-01,UK,Mobile,35-44,Paid Search
U077626,2026-01-07,India,Desktop,18-24,Organic
U077627,2026-01-24,India,Mobile,35-44,Organic
U077628,2026-01-02,India,Mobile,25-34,Referral
U077629,2026-01-18,UK,Mobile,25-34,Email
U077630,2026-03-24,Australia,Mobile,25-34,Social
U077631,2026-02-25,USA,Mobile,55+,Social
U077632,2026-02-01,India,Tablet,35-44,Paid Search
U077633,2026-03-18,Canada,Mobile,35-44,Email
U077634,2026-03-11,Germany,Tablet,25-34,Paid Search
U077635,2026-01-10,India,Mobile,25-34,Organic
U077636,2026-02-09,India,Mobile,35-44,Paid Search
U077637,2026-03-15,Canada,Mobile,18-24,Paid Search
U077638,2026-02-03,USA,Desktop,45-54,Social
U077639,2026-03-25,Canada,Mobile,25-34,Paid Search
U077640,2026-02-02,India,Mobile,35-44,Social
U077641,2026-03-16,Canada,Desktop,25-34,Organic
U077642,2026-03-29,UK,Mobile,18-24,Referral
U077643,2026-02-26,Canada,Mobile,35-44,Organic
U077644,2026-01-22,Canada,Desktop,25-34,Social
U077645,2026-02-17,India,Mobile,18-24,Paid Search
U077646,2026-03-17,UK,Mobile,35-44,Email
U077647,2026-02-01,USA,Tablet,18-24,Referral
U077648,2026-03-24,Canada,Mobile,35-44,Social
U077649,2026-02-14,Germany,Mobile,25-34,Social
U077650,2026-01-02,USA,Mobile,25-34,Referral
U077651,2026-03-19,India,Desktop,35-44,Social
U077652,2026-02-24,UK,Desktop,35-44,Organic
U077653,2026-02-28,India,Tablet,45-54,Organic
U077654,2026-02-02,India,Mobile,18-24,Paid Search
U077655,2026-03-24,Germany,Mobile,55+,Organic
U077656,2026-01-14,India,Desktop,45-54,Organic
U077657,2026-03-09,UK,Mobile,18-24,Social
U077658,2026-03-07,Canada,Tablet,25-34,Referral
U077659,2026-03-15,USA,Mobile,45-54,Organic
U077660,2026-02-28,Canada,Mobile,18-24,Email
U077661,2026-01-15,USA,Mobile,35-44,Organic
U077662,2026-01-31,Germany,Mobile,25-34,Paid Search
U077663,2026-01-29,India,Mobile,25-34,Email
U077664,2026-03-16,India,Desktop,18-24,Organic
U077665,2026-03-14,USA,Mobile,35-44,Paid Search
U077666,2026-02-16,USA,Mobile,35-44,Organic
U077667,2026-02-26,India,Desktop,35-44,Referral
U077668,2026-02-27,USA,Desktop,45-54,Paid Search
U077669,2026-03-26,India,Mobile,35-44,Organic
U077670,2026-01-31,UK,Tablet,55+,Organic
U077671,2026-02-22,UK,Desktop,18-24,Paid Search
U077672,2026-03-27,India,Desktop,45-54,Organic
U077673,2026-03-05,USA,Mobile,25-34,Paid Search
U077674,2026-03-23,UK,Mobile,35-44,Organic
U077675,2026-01-02,Canada,Mobile,35-44,Email
U077676,2026-03-01,India,Mobile,25-34,Organic
U077677,2026-03-27,USA,Mobile,25-34,Paid Search
U077678,2026-03-25,Germany,Mobile,18-24,Paid Search
U077679,2026-02-17,USA,Desktop,25-34,Paid Search
U077680,2026-02-17,USA,Mobile,35-44,Paid Search
U077681,2026-03-02,India,Mobile,25-34,Paid Search
U077682,2026-01-04,India,Desktop,25-34,Organic
U077683,2026-01-26,Germany,Mobile,25-34,Email
U077684,2026-03-25,UK,Mobile,35-44,Paid Search
U077685,2026-01-22,USA,Mobile,35-44,Social
U077686,2026-02-12,Canada,Mobile,25-34,Email
U077687,2026-01-20,India,Desktop,35-44,Email
U077688,2026-02-17,Australia,Desktop,25-34,Organic
U077689,2026-03-02,UK,Desktop,18-24,Social
U077690,2026-01-23,UK,Mobile,35-44,Referral
U077691,2026-03-02,UK,Tablet,18-24,Social
U077692,2026-03-21,Australia,Mobile,25-34,Organic
U077693,2026-03-04,Canada,Mobile,25-34,Organic
U077694,2026-01-19,USA,Desktop,55+,Social
U077695,2026-03-16,Australia,Mobile,45-54,Email
U077696,2026-03-17,Canada,Desktop,18-24,Organic
U077697,2026-01-13,USA,Mobile,25-34,Organic
U077698,2026-01-02,India,Desktop,35-44,Organic
U077699,2026-02-20,Australia,Mobile,25-34,Organic
U077700,2026-03-16,USA,Tablet,45-54,Email
U077701,2026-01-01,Canada,Desktop,18-24,Paid Search
U077702,2026-02-10,Canada,Mobile,25-34,Paid Search
U077703,2026-01-10,India,Mobile,35-44,Social
U077704,2026-01-03,India,Mobile,25-34,Social
U077705,2026-01-08,Australia,Mobile,45-54,Social
U077706,2026-03-21,USA,Mobile,25-34,Referral
U077707,2026-02-05,India,Mobile,25-34,Referral
U077708,2026-02-09,India,Mobile,45-54,Referral
U077709,2026-02-08,USA,Mobile,25-34,Paid Search
U077710,2026-03-25,UK,Mobile,25-34,Organic
U077711,2026-02-16,USA,Mobile,18-24,Email
U077712,2026-03-01,UK,Tablet,35-44,Referral
U077713,2026-01-08,Canada,Mobile,45-54,Referral
U077714,2026-03-15,India,Mobile,35-44,Email
U077715,2026-02-06,India,Tablet,18-24,Referral
U077716,2026-03-04,India,Desktop,45-54,Social
U077717,2026-01-27,India,Desktop,18-24,Organic
U077718,2026-01-03,India,Tablet,25-34,Paid Search
U077719,2026-02-08,USA,Desktop,25-34,Organic
U077720,2026-01-06,India,Mobile,18-24,Email
U077721,2026-03-22,USA,Desktop,35-44,Email
U077722,2026-01-10,USA,Mobile,25-34,Organic
U077723,2026-03-26,India,Mobile,35-44,Referral
U077724,2026-01-29,UK,Mobile,45-54,Paid Search
U077725,2026-01-29,India,Mobile,35-44,Organic
U077726,2026-01-20,Germany,Mobile,35-44,Referral
U077727,2026-03-20,India,Mobile,25-34,Organic
U077728,2026-03-07,Germany,Desktop,45-54,Email
U077729,2026-01-12,India,Mobile,55+,Referral
U077730,2026-01-13,India,Mobile,35-44,Social
U077731,2026-02-08,India,Mobile,25-34,Organic
U077732,2026-02-08,India,Mobile,45-54,Organic
U077733,2026-02-14,Canada,Mobile,25-34,Referral
U077734,2026-03-26,Canada,Mobile,25-34,Organic
U077735,2026-02-10,India,Desktop,35-44,Referral
U077736,2026-03-21,Germany,Desktop,18-24,Organic
U077737,2026-02-12,USA,Desktop,25-34,Paid Search
U077738,2026-03-03,Germany,Desktop,35-44,Paid Search
U077739,2026-01-03,Germany,Mobile,25-34,Social
U077740,2026-01-09,India,Mobile,55+,Social
U077741,2026-02-13,USA,Mobile,25-34,Organic
U077742,2026-02-03,Australia,Tablet,45-54,Social
U077743,2026-01-19,India,Mobile,25-34,Social
U077744,2026-03-31,USA,Tablet,45-54,Referral
U077745,2026-03-28,India,Desktop,45-54,Organic
U077746,2026-01-18,USA,Desktop,55+,Social
U077747,2026-02-15,India,Desktop,55+,Email
U077748,2026-02-10,India,Mobile,35-44,Paid Search
U077749,2026-02-18,UK,Mobile,18-24,Email
U077750,2026-02-21,USA,Desktop,35-44,Email
U077751,2026-03-15,USA,Desktop,35-44,Social
U077752,2026-02-12,USA,Desktop,25-34,Organic
U077753,2026-01-10,USA,Desktop,35-44,Organic
U077754,2026-03-26,Canada,Mobile,25-34,Social
U077755,2026-02-07,UK,Mobile,18-24,Email
U077756,2026-02-07,Canada,Desktop,18-24,Paid Search
U077757,2026-02-16,Canada,Mobile,25-34,Organic
U077758,2026-01-07,USA,Mobile,45-54,Organic
U077759,2026-01-12,Canada,Mobile,35-44,Social
U077760,2026-02-21,USA,Tablet,35-44,Organic
U077761,2026-02-02,USA,Mobile,25-34,Referral
U077762,2026-03-30,Germany,Mobile,25-34,Social
U077763,2026-01-24,UK,Desktop,45-54,Organic
U077764,2026-02-17,India,Mobile,18-24,Paid Search
U077765,2026-01-31,UK,Mobile,35-44,Social
U077766,2026-03-23,India,Mobile,18-24,Organic
U077767,2026-01-23,India,Mobile,45-54,Paid Search
U077768,2026-03-12,India,Desktop,25-34,Paid Search
U077769,2026-03-13,UK,Mobile,25-34,Social
U077770,2026-01-15,Germany,Mobile,45-54,Organic
U077771,2026-02-07,Germany,Mobile,25-34,Social
U077772,2026-01-28,Canada,Mobile,35-44,Organic
U077773,2026-01-21,India,Mobile,18-24,Organic
U077774,2026-01-27,Australia,Mobile,25-34,Paid Search
U077775,2026-02-16,India,Mobile,25-34,Paid Search
U077776,2026-02-25,Germany,Mobile,25-34,Organic
U077777,2026-01-14,UK,Mobile,45-54,Organic
U077778,2026-01-21,India,Mobile,18-24,Email
U077779,2026-01-14,USA,Mobile,25-34,Social
U077780,2026-03-11,UK,Mobile,25-34,Social
U077781,2026-03-17,India,Desktop,25-34,Organic
U077782,2026-01-28,Australia,Mobile,35-44,Organic
U077783,2026-02-06,USA,Mobile,35-44,Social
U077784,2026-03-08,USA,Tablet,35-44,Social
U077785,2026-02-02,Australia,Desktop,25-34,Social
U077786,2026-01-12,UK,Desktop,25-34,Organic
U077787,2026-01-12,USA,Mobile,45-54,Social
U077788,2026-03-16,India,Desktop,18-24,Social
U077789,2026-02-20,USA,Mobile,45-54,Organic
U077790,2026-02-04,Germany,Mobile,18-24,Social
U077791,2026-03-27,UK,Mobile,18-24,Organic
U077792,2026-03-28,India,Mobile,35-44,Organic
U077793,2026-01-12,Australia,Mobile,35-44,Organic
U077794,2026-01-19,USA,Tablet,25-34,Organic
U077795,2026-02-28,India,Mobile,18-24,Paid Search
U077796,2026-01-13,USA,Desktop,35-44,Paid Search
U077797,2026-01-19,Canada,Mobile,55+,Social
U077798,2026-02-05,Germany,Tablet,25-34,Social
U077799,2026-03-27,UK,Tablet,35-44,Social
U077800,2026-01-04,Australia,Mobile,35-44,Organic
U077801,2026-01-13,Canada,Mobile,25-34,Referral
U077802,2026-03-25,India,Mobile,25-34,Referral
U077803,2026-01-06,Germany,Mobile,25-34,Paid Search
U077804,2026-02-13,India,Tablet,45-54,Organic
U077805,2026-03-17,India,Mobile,35-44,Referral
U077806,2026-03-21,Canada,Mobile,35-44,Social
U077807,2026-03-22,India,Desktop,18-24,Organic
U077808,2026-01-08,USA,Mobile,18-24,Organic
U077809,2026-02-02,UK,Mobile,55+,Organic
U077810,2026-02-21,UK,Mobile,45-54,Referral
U077811,2026-03-17,India,Mobile,18-24,Organic
U077812,2026-03-31,India,Mobile,45-54,Social
U077813,2026-03-24,India,Desktop,45-54,Social
U077814,2026-01-13,India,Mobile,18-24,Referral
U077815,2026-01-10,Australia,Mobile,35-44,Organic
U077816,2026-02-03,India,Mobile,55+,Referral
U077817,2026-01-27,USA,Mobile,55+,Paid Search
U077818,2026-02-27,India,Mobile,25-34,Email
U077819,2026-03-08,Canada,Mobile,25-34,Social
U077820,2026-02-13,Germany,Tablet,35-44,Social
U077821,2026-03-10,India,Mobile,35-44,Organic
U077822,2026-01-05,India,Desktop,35-44,Referral
U077823,2026-02-06,USA,Mobile,18-24,Social
U077824,2026-03-12,India,Mobile,18-24,Organic
U077825,2026-02-25,UK,Desktop,25-34,Referral
U077826,2026-02-20,USA,Mobile,45-54,Organic
U077827,2026-02-25,USA,Desktop,35-44,Paid Search
U077828,2026-02-11,UK,Mobile,35-44,Social
U077829,2026-01-13,USA,Desktop,25-34,Organic
U077830,2026-02-03,Australia,Desktop,35-44,Social
U077831,2026-02-03,Canada,Desktop,25-34,Organic
U077832,2026-02-22,USA,Mobile,18-24,Paid Search
U077833,2026-01-03,India,Mobile,35-44,Organic
U077834,2026-03-15,India,Tablet,25-34,Organic
U077835,2026-02-06,USA,Mobile,35-44,Organic
U077836,2026-02-21,Canada,Mobile,25-34,Email
U077837,2026-01-06,Australia,Desktop,55+,Email
U077838,2026-01-21,Australia,Mobile,35-44,Paid Search
U077839,2026-02-14,USA,Mobile,35-44,Referral
U077840,2026-01-05,India,Mobile,35-44,Organic
U077841,2026-01-03,Germany,Mobile,18-24,Social
U077842,2026-01-20,UK,Mobile,35-44,Organic
U077843,2026-03-17,USA,Mobile,25-34,Organic
U077844,2026-03-02,Canada,Mobile,25-34,Paid Search
U077845,2026-02-04,India,Mobile,25-34,Social
U077846,2026-02-01,India,Desktop,35-44,Paid Search
U077847,2026-01-19,UK,Mobile,18-24,Paid Search
U077848,2026-01-15,India,Mobile,25-34,Email
U077849,2026-03-15,India,Mobile,45-54,Paid Search
U077850,2026-02-26,Canada,Desktop,35-44,Paid Search
U077851,2026-01-26,Canada,Mobile,55+,Referral
U077852,2026-03-11,USA,Mobile,35-44,Referral
U077853,2026-03-31,USA,Mobile,45-54,Referral
U077854,2026-01-02,USA,Desktop,25-34,Organic
U077855,2026-02-18,USA,Mobile,18-24,Referral
U077856,2026-02-17,USA,Mobile,25-34,Paid Search
U077857,2026-02-01,India,Desktop,25-34,Social
U077858,2026-01-03,USA,Mobile,35-44,Email
U077859,2026-03-24,USA,Mobile,25-34,Organic
U077860,2026-01-20,UK,Mobile,18-24,Organic
U077861,2026-02-06,India,Mobile,35-44,Paid Search
U077862,2026-01-20,India,Desktop,18-24,Paid Search
U077863,2026-03-01,Canada,Mobile,55+,Social
U077864,2026-02-28,Germany,Mobile,45-54,Paid Search
U077865,2026-03-22,India,Mobile,45-54,Organic
U077866,2026-02-11,USA,Desktop,18-24,Organic
U077867,2026-01-23,Canada,Mobile,55+,Organic
U077868,2026-02-10,USA,Desktop,45-54,Organic
U077869,2026-03-14,USA,Mobile,55+,Email
U077870,2026-01-27,India,Mobile,35-44,Paid Search
U077871,2026-03-22,India,Desktop,18-24,Email
U077872,2026-02-15,Germany,Tablet,45-54,Paid Search
U077873,2026-01-17,Canada,Desktop,35-44,Social
U077874,2026-01-02,India,Mobile,25-34,Email
U077875,2026-01-15,UK,Desktop,18-24,Email
U077876,2026-03-16,USA,Mobile,45-54,Social
U077877,2026-02-26,India,Mobile,45-54,Paid Search
U077878,2026-02-10,UK,Desktop,35-44,Referral
U077879,2026-03-14,USA,Mobile,45-54,Referral
U077880,2026-01-14,India,Desktop,55+,Organic
U077881,2026-01-08,India,Mobile,45-54,Organic
U077882,2026-03-17,USA,Tablet,35-44,Organic
U077883,2026-01-07,USA,Mobile,35-44,Referral
U077884,2026-03-08,USA,Mobile,35-44,Social
U077885,2026-01-26,USA,Desktop,55+,Organic
U077886,2026-01-03,Canada,Mobile,25-34,Email
U077887,2026-02-15,UK,Mobile,35-44,Organic
