user_id,experiment_name,experiment_group,assignment_date,variant_version
U090008,onboarding_v2,Control,2026-02-21,v1
U090009,onboarding_v2,Treatment,2026-03-04,v2
U090010,onboarding_v2,Control,2026-02-11,v1
U090011,onboarding_v2,Control,2026-02-02,v1
U090012,onboarding_v2,Control,2026-03-27,v1
U090013,onboarding_v2,Control,2026-01-18,v1
U090014,onboarding_v2,Control,2026-01-27,v1
U090015,onboarding_v2,Control,2026-03-20,v1
U090016,onboarding_v2,Treatment,2026-03-02,v2
U090017,onboarding_v2,Control,2026-01-26,v1
U090018,onboarding_v2,Treatment,2026-03-02,v2
U090019,onboarding_v2,Treatment,2026-01-10,v2
U090020,onboarding_v2,Treatment,2026-03-21,v2
U090021,onboarding_v2,Treatment,2026-01-04,v2
U090022,onboarding_v2,Treatment,2026-01-31,v2
U090023,onboarding_v2,Treatment,2026-02-01,v2
U090024,onboarding_v2,Control,2026-01-24,v1
U090025,onboarding_v2,Control,2026-02-28,v1
U090026,onboarding_v2,Control,2026-01-18,v1
U090027,onboarding_v2,Control,2026-03-16,v1
U090028,onboarding_v2,Treatment,2026-03-13,v2
U090029,onboarding_v2,Control,2026-03-06,v1
U090030,onboarding_v2,Treatment,2026-01-02,v2
U090031,onboarding_v2,Control,2026-01-21,v1
U090032,onboarding_v2,Control,2026-03-24,v1
U090033,onboarding_v2,Control,2026-02-11,v1
U090034,onboarding_v2,Control,2026-01-25,v1
U090035,onboarding_v2,Treatment,2026-02-22,v2
U090036,onboarding_v2,Control,2026-01-09,v1
U090037,onboarding_v2,Control,2026-02-11,v1
U090038,onboarding_v2,Treatment,2026-01-28,v2
U090039,onboarding_v2,Treatment,2026-02-06,v2
U090040,onboarding_v2,Treatment,2026-03-02,v2
U090041,onboarding_v2,Control,2026-02-28,v1
U090042,onboarding_v2,Treatment,2026-02-01,v2
U090043,onboarding_v2,Control,2026-02-10,v1
U090044,onboarding_v2,Control,2026-03-16,v1
U090045,onboarding_v2,Treatment,2026-03-26,v2
U090046,onboarding_v2,Control,2026-01-24,v1
U090047,onboarding_v2,Control,2026-03-06,v1
U090048,onboarding_v2,Treatment,2026-03-21,v2
U090049,onboarding_v2,Control,2026-03-30,v1
U090050,onboarding_v2,Treatment,2026-01-10,v2
U090051,onboarding_v2,Treatment,2026-02-19,v2
U090052,onboarding_v2,Treatment,2026-03-04,v2
U090053,onboarding_v2,Treatment,2026-03-27,v2
U090054,onboarding_v2,Treatment,2026-03-06,v2
U090055,onboarding_v2,Treatment,2026-02-27,v2
U090056,onboarding_v2,Treatment,2026-03-17,v2
U090057,onboarding_v2,Control,2026-02-15,v1
U090058,onboarding_v2,Control,2026-03-30,v1
U090059,onboarding_v2,Treatment,2026-01-28,v2
U090060,onboarding_v2,Treatment,2026-03-22,v2
U090061,onboarding_v2,Treatment,2026-03-21,v2
U090062,onboarding_v2,Control,2026-02-28,v1
U090063,onboarding_v2,Treatment,2026-01-04,v2
U090064,onboarding_v2,Treatment,2026-02-10,v2
U090065,onboarding_v2,Treatment,2026-03-01,v2
U090066,onboarding_v2,Treatment,2026-03-03,v2
U090067,onboarding_v2,Treatment,2026-01-11,v2
U090068,onboarding_v2,Treatment,2026-01-20,v2
U090069,onboarding_v2,Treatment,2026-03-31,v2
U090070,onboarding_v2,Control,2026-01-07,v1
U090071,onboarding_v2,Control,2026-03-03,v1
U090072,onboarding_v2,Treatment,2026-01-07,v2
U090073,onboarding_v2,Control,2026-03-05,v1
U090074,onboarding_v2,Treatment,2026-02-27,v2
U090075,onboarding_v2,Treatment,2026-01-04,v2
U090076,onboarding_v2,Control,2026-03-13,v1
U090077,onboarding_v2,Treatment,2026-01-14,v2
U090078,onboarding_v2,Treatment,2026-03-27,v2
U090079,onboarding_v2,Control,2026-01-23,v1
U090080,onboarding_v2,Treatment,2026-03-30,v2
U090081,onboarding_v2,Treatment,2026-02-05,v2
U090082,onboarding_v2,Treatment,2026-03-31,v2
U090083,onboarding_v2,Control,2026-01-24,v1
U090084,onboarding_v2,Treatment,2026-03-23,v2
U090085,onboarding_v2,Control,2026-01-21,v1
U090086,onboarding_v2,Treatment,2026-03-04,v2
U090087,onboarding_v2,Control,2026-02-16,v1
U090088,onboarding_v2,Treatment,2026-03-10,v2
U090089,onboarding_v2,Treatment,2026-01-15,v2
U090090,onboarding_v2,Treatment,2026-01-31,v2
U090091,onboarding_v2,Control,2026-03-31,v1
U090092,onboarding_v2,Control,2026-01-04,v1
U090093,onboarding_v2,Treatment,2026-01-04,v2
U090094,onboarding_v2,Treatment,2026-02-13,v2
U090095,onboarding_v2,Treatment,2026-03-02,v2
U090096,onboarding_v2,Treatment,2026-03-04,v2
U090097,onboarding_v2,Treatment,2026-03-24,v2
U090098,onboarding_v2,Control,2026-01-26,v1
U090099,onboarding_v2,Treatment,2026-02-19,v2
U090100,onboarding_v2,Control,2026-02-02,v1
U090101,onboarding_v2,Control,2026-01-04,v1
U090102,onboarding_v2,Control,2026-02-26,v1
U090103,onboarding_v2,Treatment,2026-03-03,v2
U090104,onboarding_v2,Control,2026-03-29,v1
U090105,onboarding_v2,Control,2026-02-03,v1
U090106,onboarding_v2,Control,2026-02-03,v1
U090107,onboarding_v2,Control,2026-01-02,v1
U090108,onboarding_v2,Control,2026-02-13,v1
U090109,onboarding_v2,Control,2026-03-13,v1
U090110,onboarding_v2,Control,2026-02-18,v1
U090111,onboarding_v2,Control,2026-01-21,v1
U090112,onboarding_v2,Control,2026-01-12,v1
U090113,onboarding_v2,Treatment,2026-02-05,v2
U090114,onboarding_v2,Treatment,2026-01-01,v2
U090115,onboarding_v2,Control,2026-02-11,v1
U090116,onboarding_v2,Control,2026-01-16,v1
U090117,onboarding_v2,Control,2026-02-18,v1
U090118,onboarding_v2,Control,2026-01-06,v1
U090119,onboarding_v2,Control,2026-01-13,v1
U090120,onboarding_v2,Treatment,2026-02-14,v2
U090121,onboarding_v2,Control,2026-01-09,v1
U090122,onboarding_v2,Control,2026-01-28,v1
U090123,onboarding_v2,Control,2026-03-05,v1
U090124,onboarding_v2,Treatment,2026-02-03,v2
U090125,onboarding_v2,Control,2026-02-01,v1
U090126,onboarding_v2,Treatment,2026-03-06,v2
U090127,onboarding_v2,Control,2026-03-30,v1
U090128,onboarding_v2,Control,2026-02-21,v1
U090129,onboarding_v2,Control,2026-03-15,v1
U090130,onboarding_v2,Control,2026-03-07,v1
U090131,onboarding_v2,Control,2026-01-04,v1
U090132,onboarding_v2,Control,2026-01-25,v1
U090133,onboarding_v2,Control,2026-03-21,v1
U090134,onboarding_v2,Treatment,2026-03-04,v2
U090135,onboarding_v2,Control,2026-02-09,v1
U090136,onboarding_v2,Control,2026-03-10,v1
U090137,onboarding_v2,Control,2026-02-25,v1
U090138,onboarding_v2,Control,2026-01-23,v1
U090139,onboarding_v2,Treatment,2026-03-25,v2
U090140,onboarding_v2,Control,2026-01-03,v1
U090141,onboarding_v2,Treatment,2026-03-06,v2
U090142,onboarding_v2,Treatment,2026-02-20,v2
U090143,onboarding_v2,Control,2026-01-25,v1
U090144,onboarding_v2,Control,2026-03-21,v1
U090145,onboarding_v2,Treatment,2026-02-10,v2
U090146,onboarding_v2,Treatment,2026-01-05,v2
U090147,onboarding_v2,Control,2026-03-05,v1
U090148,onboarding_v2,Treatment,2026-01-06,v2
U090149,onboarding_v2,Control,2026-03-17,v1
U090150,onboarding_v2,Treatment,2026-02-15,v2
U090151,onboarding_v2,Control,2026-01-23,v1
U090152,onboarding_v2,Control,2026-02-07,v1
U090153,onboarding_v2,Control,2026-01-05,v1
U090154,onboarding_v2,Treatment,2026-03-02,v2
U090155,onboarding_v2,Treatment,2026-01-02,v2
U090156,onboarding_v2,Treatment,2026-01-03,v2
U090157,onboarding_v2,Treatment,2026-01-08,v2
U090158,onboarding_v2,Control,2026-03-31,v1
U090159,onboarding_v2,Control,2026-03-17,v1
U090160,onboarding_v2,Treatment,2026-02-19,v2
U090161,onboarding_v2,Control,2026-03-01,v1
U090162,onboarding_v2,Control,2026-03-06,v1
U090163,onboarding_v2,Control,2026-03-06,v1
U090164,onboarding_v2,Control,2026-03-03,v1
U090165,onboarding_v2,Control,2026-02-23,v1
U090166,onboarding_v2,Treatment,2026-02-22,v2
U090167,onboarding_v2,Treatment,2026-01-09,v2
U090168,onboarding_v2,Control,2026-01-01,v1
U090169,onboarding_v2,Control,2026-01-15,v1
U090170,onboarding_v2,Treatment,2026-03-30,v2
U090171,onboarding_v2,Treatment,2026-02-05,v2
U090172,onboarding_v2,Control,2026-01-10,v1
U090173,onboarding_v2,Treatment,2026-02-19,v2
U090174,onboarding_v2,Control,2026-01-31,v1
U090175,onboarding_v2,Treatment,2026-03-25,v2
U090176,onboarding_v2,Control,2026-03-10,v1
U090177,onboarding_v2,Control,2026-01-16,v1
U090178,onboarding_v2,Control,2026-03-20,v1
U090179,onboarding_v2,Treatment,2026-02-11,v2
U090180,onboarding_v2,Control,2026-01-26,v1
U090181,onboarding_v2,Control,2026-01-30,v1
U090182,onboarding_v2,Treatment,2026-01-02,v2
U090183,onboarding_v2,Control,2026-03-08,v1
U090184,onboarding_v2,Treatment,2026-03-24,v2
U090185,onboarding_v2,Treatment,2026-02-25,v2
U090186,onboarding_v2,Control,2026-01-24,v1
U090187,onboarding_v2,Treatment,2026-03-08,v2
U090188,onboarding_v2,Control,2026-02-09,v1
U090189,onboarding_v2,Treatment,2026-03-04,v2
U090190,onboarding_v2,Control,2026-03-10,v1
U090191,onboarding_v2,Treatment,2026-02-28,v2
U090192,onboarding_v2,Treatment,2026-03-02,v2
U090193,onboarding_v2,Treatment,2026-02-21,v2
U090194,onboarding_v2,Treatment,2026-03-17,v2
U090195,onboarding_v2,Control,2026-02-05,v1
U090196,onboarding_v2,Control,2026-01-31,v1
U090197,onboarding_v2,Control,2026-01-07,v1
U090198,onboarding_v2,Treatment,2026-03-31,v2
U090199,onboarding_v2,Treatment,2026-03-31,v2
U090200,onboarding_v2,Treatment,2026-01-20,v2
U090201,onboarding_v2,Treatment,2026-02-02,v2
U090202,onboarding_v2,Treatment,2026-03-24,v2
U090203,onboarding_v2,Control,2026-01-17,v1
U090204,onboarding_v2,Treatment,2026-01-06,v2
U090205,onboarding_v2,Control,2026-03-27,v1
U090206,onboarding_v2,Control,2026-03-22,v1
U090207,onboarding_v2,Control,2026-01-20,v1
U090208,onboarding_v2,Treatment,2026-02-11,v2
U090209,onboarding_v2,Control,2026-03-04,v1
U090210,onboarding_v2,Treatment,2026-02-10,v2
U090211,onboarding_v2,Treatment,2026-03-31,v2
U090212,onboarding_v2,Treatment,2026-03-13,v2
U090213,onboarding_v2,Treatment,2026-01-07,v2
U090214,onboarding_v2,Control,2026-03-12,v1
U090215,onboarding_v2,Control,2026-01-29,v1
U090216,onboarding_v2,Control,2026-03-08,v1
U090217,onboarding_v2,Control,2026-01-16,v1
U090218,onboarding_v2,Control,2026-03-18,v1
U090219,onboarding_v2,Treatment,2026-02-19,v2
U090220,onboarding_v2,Control,2026-03-23,v1
U090221,onboarding_v2,Treatment,2026-02-13,v2
U090222,onboarding_v2,Treatment,2026-03-18,v2
U090223,onboarding_v2,Treatment,2026-01-31,v2
U090224,onboarding_v2,Treatment,2026-03-08,v2
U090225,onboarding_v2,Treatment,2026-01-03,v2
U090226,onboarding_v2,Control,2026-03-31,v1
U090227,onboarding_v2,Treatment,2026-03-07,v2
U090228,onboarding_v2,Control,2026-03-18,v1
U090229,onboarding_v2,Treatment,2026-03-16,v2
U090230,onboarding_v2,Treatment,2026-01-07,v2
U090231,onboarding_v2,Control,2026-01-27,v1
U090232,onboarding_v2,Treatment,2026-01-07,v2
U090233,onboarding_v2,Control,2026-01-08,v1
U090234,onboarding_v2,Treatment,2026-02-11,v2
U090235,onboarding_v2,Treatment,2026-03-26,v2
U090236,onboarding_v2,Control,2026-01-26,v1
U090237,onboarding_v2,Control,2026-03-03,v1
U090238,onboarding_v2,Control,2026-01-20,v1
U090239,onboarding_v2,Treatment,2026-03-20,v2
U090240,onboarding_v2,Control,2026-03-28,v1
U090241,onboarding_v2,Control,2026-03-21,v1
U090242,onboarding_v2,Treatment,2026-02-20,v2
U090243,onboarding_v2,Control,2026-03-15,v1
U090244,onboarding_v2,Control,2026-01-02,v1
U090245,onboarding_v2,Control,2026-01-30,v1
U090246,onboarding_v2,Control,2026-01-17,v1
U090247,onboarding_v2,Control,2026-03-08,v1
U090248,onboarding_v2,Control,2026-03-13,v1
U090249,onboarding_v2,Treatment,2026-02-12,v2
U090250,onboarding_v2,Control,2026-02-18,v1
U090251,onboarding_v2,Control,2026-01-04,v1
U090252,onboarding_v2,Treatment,2026-03-29,v2
U090253,onboarding_v2,Control,2026-01-29,v1
U090254,onboarding_v2,Control,2026-03-13,v1
U090255,onboarding_v2,Control,2026-02-03,v1
U090256,onboarding_v2,Control,2026-01-09,v1
U090257,onboarding_v2,Treatment,2026-02-27,v2
U090258,onboarding_v2,Control,2026-03-22,v1
U090259,onboarding_v2,Treatment,2026-03-15,v2
U090260,onboarding_v2,Control,2026-01-24,v1
U090261,onboarding_v2,Control,2026-02-25,v1
U090262,onboarding_v2,Control,2026-03-27,v1
U090263,onboarding_v2,Control,2026-03-22,v1
U090264,onboarding_v2,Treatment,2026-03-02,v2
U090265,onboarding_v2,Treatment,2026-03-14,v2
U090266,onboarding_v2,Treatment,2026-03-20,v2
U090267,onboarding_v2,Control,2026-03-04,v1
U090268,onboarding_v2,Treatment,2026-02-11,v2
U090269,onboarding_v2,Control,2026-01-17,v1
U090270,onboarding_v2,Treatment,2026-03-12,v2
U090271,onboarding_v2,Control,2026-03-31,v1
U090272,onboarding_v2,Treatment,2025-12-20,v2
U090273,onboarding_v2,Control,2026-02-17,v1
U090274,onboarding_v2,Treatment,2026-03-11,v2
U090275,onboarding_v2,Control,2026-02-02,v1
U090276,onboarding_v2,Control,2026-02-07,v1
U090277,onboarding_v2,Treatment,2026-01-02,v2
U090278,onboarding_v2,Treatment,2026-02-24,v2
U090279,onboarding_v2,Treatment,2026-02-24,v2
U090280,onboarding_v2,Treatment,2026-01-10,v2
U090281,onboarding_v2,Treatment,2026-02-24,v2
U090282,onboarding_v2,Treatment,2026-01-24,v2
U090283,onboarding_v2,Treatment,2026-03-13,v2
U090284,onboarding_v2,Treatment,2026-01-28,v2
U090285,onboarding_v2,Treatment,2026-02-20,v2
U090286,onboarding_v2,Treatment,2026-02-15,v2
U090287,onboarding_v2,Control,2026-03-13,v1
U090288,onboarding_v2,Treatment,2026-01-30,v2
U090289,onboarding_v2,Treatment,2026-01-19,v2
U090290,onboarding_v2,Control,2026-03-20,v1
U090291,onboarding_v2,Control,2026-01-05,v1
U090292,onboarding_v2,Control,2026-02-18,v1
U090293,onboarding_v2,Treatment,2026-02-24,v2
U090294,onboarding_v2,Treatment,2026-02-15,v2
U090295,onboarding_v2,Control,2026-01-15,v1
U090296,onboarding_v2,Control,2026-03-13,v1
U090297,onboarding_v2,Control,2026-02-08,v1
U090298,onboarding_v2,Control,2026-01-22,v1
U090299,onboarding_v2,Control,2026-03-03,v1
U090300,onboarding_v2,Treatment,2026-03-10,v2
U090301,onboarding_v2,Treatment,2026-03-15,v2
U090302,onboarding_v2,Treatment,2026-01-31,v2
U090303,onboarding_v2,Control,2026-02-06,v1
U090304,onboarding_v2,Treatment,2026-01-23,v2
U090305,onboarding_v2,Control,2026-03-29,v1
U090306,onboarding_v2,Control,2026-01-04,v1
U090307,onboarding_v2,Control,2026-02-12,v1
U090308,onboarding_v2,Treatment,2026-02-07,v2
U090309,onboarding_v2,Treatment,2026-01-15,v2
U090310,onboarding_v2,Treatment,2026-01-11,v2
U090311,onboarding_v2,Control,2026-01-25,v1
U090312,onboarding_v2,Treatment,2026-01-26,v2
U090313,onboarding_v2,Treatment,2026-02-09,v2
U090314,onboarding_v2,Control,2026-02-25,v1
U090315,onboarding_v2,Treatment,2026-02-20,v2
U090316,onboarding_v2,Treatment,2026-02-02,v2
U090317,onboarding_v2,Control,2026-01-20,v1
U090318,onboarding_v2,Treatment,2026-02-21,v2
U090319,onboarding_v2,Treatment,2026-02-03,v2
U090320,onboarding_v2,Treatment,2026-02-14,v2
U090321,onboarding_v2,Control,2026-03-17,v1
U090322,onboarding_v2,Control,2026-01-04,v1
U090323,onboarding_v2,Treatment,2026-01-13,v2
U090324,onboarding_v2,Treatment,2026-02-28,v2
U090325,onboarding_v2,Control,2026-03-08,v1
U090326,onboarding_v2,Control,2026-02-22,v1
U090327,onboarding_v2,Control,2026-01-18,v1
U090328,onboarding_v2,Treatment,2026-03-12,v2
U090329,onboarding_v2,Control,2026-02-15,v1
U090330,onboarding_v2,Control,2026-02-16,v1
U090331,onboarding_v2,Treatment,2026-03-19,v2
U090332,onboarding_v2,Treatment,2026-01-26,v2
U090333,onboarding_v2,Control,2026-01-31,v1
U090334,onboarding_v2,Control,2026-01-31,v1
U090335,onboarding_v2,Control,2026-03-21,v1
U090336,onboarding_v2,Control,2026-03-01,v1
U090337,onboarding_v2,Treatment,2026-01-01,v2
U090338,onboarding_v2,Control,2026-02-15,v1
U090339,onboarding_v2,Control,2026-02-03,v1
U090340,onboarding_v2,Control,2026-03-31,v1
U090341,onboarding_v2,Treatment,2026-02-23,v2
U090342,onboarding_v2,Treatment,2026-02-28,v2
U090343,onboarding_v2,Control,2026-02-10,v1
U090344,onboarding_v2,Control,2026-02-20,v1
U090345,onboarding_v2,Control,2026-01-05,v1
U090346,onboarding_v2,Treatment,2026-03-29,v2
U090347,onboarding_v2,Control,2026-01-10,v1
U090348,onboarding_v2,Control,2026-02-07,v1
U090349,onboarding_v2,Treatment,2026-02-04,v2
U090350,onboarding_v2,Treatment,2026-03-07,v2
U090351,onboarding_v2,Treatment,2026-01-19,v2
U090352,onboarding_v2,Treatment,2026-02-07,v2
U090353,onboarding_v2,Treatment,2026-02-22,v2
U090354,onboarding_v2,Treatment,2026-02-19,v2
U090355,onboarding_v2,Treatment,2026-03-19,v2
U090356,onboarding_v2,Control,2026-02-03,v1
U090357,onboarding_v2,Treatment,2026-01-04,v2
U090358,onboarding_v2,Control,2026-03-02,v1
U090359,onboarding_v2,Treatment,2026-03-30,v2
U090360,onboarding_v2,Treatment,2026-03-11,v2
U090361,onboarding_v2,Control,2026-01-09,v1
U090362,onboarding_v2,Control,2026-02-21,v1
U090363,onboarding_v2,Treatment,2026-03-23,v2
U090364,onboarding_v2,Treatment,2026-01-31,v2
U090365,onboarding_v2,Control,2026-03-27,v1
U090366,onboarding_v2,Control,2026-03-09,v1
U090367,onboarding_v2,Control,2026-02-02,v1
U090368,onboarding_v2,Control,2026-02-28,v1
U090369,onboarding_v2,Control,2026-02-04,v1
U090370,onboarding_v2,Treatment,2026-01-13,v2
U090371,onboarding_v2,Control,2026-03-20,v1
U090372,onboarding_v2,Control,2026-03-02,v1
U090373,onboarding_v2,Treatment,2026-02-17,v2
U090374,onboarding_v2,Control,2026-02-07,v1
U090375,onboarding_v2,Treatment,2026-03-06,v2
U090376,onboarding_v2,Control,2026-02-24,v1
U090377,onboarding_v2,Control,2026-01-31,v1
U090378,onboarding_v2,Control,2026-02-18,v1
U090379,onboarding_v2,Control,2026-03-22,v1
U090380,onboarding_v2,Control,2026-01-22,v1
U090381,onboarding_v2,Control,2026-01-29,v1
U090382,onboarding_v2,Control,2026-03-06,v1
U090383,onboarding_v2,Control,2026-02-17,v1
U090384,onboarding_v2,Control,2026-03-08,v1
U090385,onboarding_v2,Treatment,2026-01-25,v2
U090386,onboarding_v2,Treatment,2026-01-21,v2
U090387,onboarding_v2,Treatment,2026-01-26,v2
U090388,onboarding_v2,Treatment,2026-01-01,v2
U090389,onboarding_v2,Control,2026-02-01,v1
U090390,onboarding_v2,Control,2026-03-14,v1
U090391,onboarding_v2,Treatment,2026-02-15,v2
U090392,onboarding_v2,Control,2026-01-05,v1
U090393,onboarding_v2,Control,2026-02-09,v1
U090394,onboarding_v2,Control,2026-01-17,v1
U090395,onboarding_v2,Treatment,2026-02-22,v2
U090396,onboarding_v2,Treatment,2026-03-24,v2
U090397,onboarding_v2,Control,2026-01-29,v1
U090398,onboarding_v2,Control,2026-03-17,v1
U090399,onboarding_v2,Treatment,2026-01-08,v2
U090400,onboarding_v2,Treatment,2026-02-12,v2
U090401,onboarding_v2,Treatment,2026-01-15,v2
U090402,onboarding_v2,Control,2026-02-03,v1
U090403,onboarding_v2,Control,2026-03-31,v1
U090404,onboarding_v2,Control,2026-02-04,v1
U090405,onboarding_v2,Control,2026-02-02,v1
U090406,onboarding_v2,Control,2026-01-21,v1
U090407,onboarding_v2,Treatment,2026-01-19,v2
U090408,onboarding_v2,Treatment,2026-01-01,v2
U090409,onboarding_v2,Control,2026-02-20,v1
U090410,onboarding_v2,Treatment,2026-02-02,v2
U090411,onboarding_v2,Treatment,2026-01-26,v2
U090412,onboarding_v2,Treatment,2026-02-11,v2
U090413,onboarding_v2,Control,2026-02-23,v1
U090414,onboarding_v2,Control,2026-02-14,v1
U090415,onboarding_v2,Control,2026-01-27,v1
U090416,onboarding_v2,Treatment,2026-02-20,v2
U090417,onboarding_v2,Treatment,2026-01-28,v2
U090418,onboarding_v2,Treatment,2026-03-25,v2
U090419,onboarding_v2,Control,2026-01-08,v1
U090420,onboarding_v2,Treatment,2026-03-31,v2
U090421,onboarding_v2,Treatment,2026-01-31,v2
U090422,onboarding_v2,Control,2026-01-05,v1
U090423,onboarding_v2,Control,2026-01-11,v1
U090424,onboarding_v2,Control,2026-03-26,v1
U090425,onboarding_v2,Control,2026-03-13,v1
U090426,onboarding_v2,Treatment,2026-01-26,v2
U090427,onboarding_v2,Control,2026-03-01,v1
U090428,onboarding_v2,Control,2026-02-15,v1
U090429,onboarding_v2,Treatment,2026-01-12,v2
U090430,onboarding_v2,Control,2026-01-13,v1
U090431,onboarding_v2,Control,2026-03-15,v1
U090432,onboarding_v2,Treatment,2026-01-08,v2
U090433,onboarding_v2,Treatment,2026-02-11,v2
U090434,onboarding_v2,Treatment,2026-03-06,v2
U090435,onboarding_v2,Treatment,2026-01-09,v2
U090436,onboarding_v2,Control,2026-01-05,v1
U090437,onboarding_v2,Treatment,2026-02-24,v2
U090438,onboarding_v2,Treatment,2026-03-26,v2
U090439,onboarding_v2,Control,2026-03-12,v1
U090440,onboarding_v2,Control,2026-02-24,v1
U090441,onboarding_v2,Control,2026-02-26,v1
U090442,onboarding_v2,Treatment,2026-02-26,v2
U090443,onboarding_v2,Treatment,2026-02-08,v2
U090444,onboarding_v2,Treatment,2026-01-28,v2
U090445,onboarding_v2,Control,2026-01-26,v1
U090446,onboarding_v2,Treatment,2026-03-14,v2
U090447,onboarding_v2,Treatment,2026-03-11,v2
U090448,onboarding_v2,Treatment,2026-01-22,v2
U090449,onboarding_v2,Control,2026-03-14,v1
U090450,onboarding_v2,Treatment,2026-02-14,v2
U090451,onboarding_v2,Treatment,2026-01-15,v2
U090452,onboarding_v2,Control,2026-03-06,v1
U090453,onboarding_v2,Treatment,2026-01-18,v2
U090454,onboarding_v2,Control,2026-01-11,v1
U090455,onboarding_v2,Treatment,2026-01-04,v2
U090456,onboarding_v2,Control,2026-02-03,v1
U090457,onboarding_v2,Control,2026-02-17,v1
U090458,onboarding_v2,Treatment,2026-03-24,v2
U090459,onboarding_v2,Control,2026-02-17,v1
U090460,onboarding_v2,Control,2026-03-18,v1
U090461,onboarding_v2,Treatment,2026-02-09,v2
U090462,onboarding_v2,Control,2026-02-28,v1
U090463,onboarding_v2,Treatment,2026-02-17,v2
U090464,onboarding_v2,Control,2026-02-10,v1
U090465,onboarding_v2,Treatment,2026-01-22,v2
U090466,onboarding_v2,Treatment,2026-03-05,v2
U090467,onboarding_v2,Treatment,2026-03-17,v2
U090468,onboarding_v2,Treatment,2026-02-18,v2
U090469,onboarding_v2,Control,2026-02-24,v1
U090470,onboarding_v2,Treatment,2026-01-15,v2
U090471,onboarding_v2,Control,2026-01-04,v1
U090472,onboarding_v2,Control,2026-01-08,v1
U090473,onboarding_v2,Control,2026-03-01,v1
U090474,onboarding_v2,Control,2026-03-31,v1
U090475,onboarding_v2,Treatment,2026-01-03,v2
U090476,onboarding_v2,Control,2026-01-07,v1
U090477,onboarding_v2,Control,2026-03-20,v1
U090478,onboarding_v2,Treatment,2026-03-25,v2
U090479,onboarding_v2,Treatment,2026-01-17,v2
U090480,onboarding_v2,Treatment,2026-01-10,v2
U090481,onboarding_v2,Control,2026-03-21,v1
U090482,onboarding_v2,Treatment,2026-01-26,v2
U090483,onboarding_v2,Control,2026-01-22,v1
U090484,onboarding_v2,Treatment,2026-01-15,v2
U090485,onboarding_v2,Treatment,2026-02-27,v2
U090486,onboarding_v2,Control,2026-03-01,v1
U090487,onboarding_v2,Control,2026-03-17,v1
U090488,onboarding_v2,Control,2026-02-08,v1
U090489,onboarding_v2,Treatment,2026-01-03,v2
U090490,onboarding_v2,Treatment,2026-03-01,v2
U090491,onboarding_v2,Treatment,2026-02-22,v2
U090492,onboarding_v2,Control,2026-01-24,v1
U090493,onboarding_v2,Control,2026-02-24,v1
U090494,onboarding_v2,Control,2026-01-03,v1
U090495,onboarding_v2,Treatment,2026-03-10,v2
U090496,onboarding_v2,Treatment,2026-01-23,v2
U090497,onboarding_v2,Treatment,2026-02-28,v2
U090498,onboarding_v2,Treatment,2026-02-26,v2
U090499,onboarding_v2,Control,2026-03-28,v1
U090500,onboarding_v2,Control,2026-03-13,v1
U090501,onboarding_v2,Treatment,2026-02-11,v2
U090502,onboarding_v2,Treatment,2026-01-12,v2
U090503,onboarding_v2,Treatment,2026-03-14,v2
U090504,onboarding_v2,Treatment,2026-03-16,v2
U090505,onboarding_v2,Control,2026-01-01,v1
U090506,onboarding_v2,Control,2026-02-24,v1
U090507,onboarding_v2,Treatment,2026-02-12,v2
U090508,onboarding_v2,Treatment,2026-03-03,v2
U090509,onboarding_v2,Treatment,2026-01-15,v2
U090510,onboarding_v2,Treatment,2026-01-07,v2
U090511,onboarding_v2,Treatment,2026-01-28,v2
U090512,onboarding_v2,Control,2026-01-06,v1
U090513,onboarding_v2,Treatment,2026-01-20,v2
U090514,onboarding_v2,Treatment,2026-03-29,v2
U090515,onboarding_v2,Control,2026-02-11,v1
U090516,onboarding_v2,Treatment,2026-02-07,v2
U090517,onboarding_v2,Control,2026-03-03,v1
U090518,onboarding_v2,Control,2026-03-17,v1
U090519,onboarding_v2,Control,2026-01-03,v1
U090520,onboarding_v2,Treatment,2026-01-28,v2
U090521,onboarding_v2,Treatment,2026-01-12,v2
U090522,onboarding_v2,Treatment,2026-03-21,v2
U090523,onboarding_v2,Control,2026-02-13,v1
U090524,onboarding_v2,Control,2026-01-15,v1
U090525,onboarding_v2,Control,2026-02-24,v1
U090526,onboarding_v2,Treatment,2026-03-26,v2
U090527,onboarding_v2,Treatment,2026-03-23,v2
U090528,onboarding_v2,Control,2026-02-17,v1
U090529,onboarding_v2,Treatment,2026-01-06,v2
U090530,onboarding_v2,Control,2026-03-05,v1
U090531,onboarding_v2,Treatment,2026-03-22,v2
U090532,onboarding_v2,Treatment,2026-03-28,v2
U090533,onboarding_v2,Treatment,2026-02-04,v2
U090534,onboarding_v2,Control,2026-03-23,v1
U090535,onboarding_v2,Treatment,2026-01-11,v2
U090536,onboarding_v2,Control,2026-01-23,v1
U090537,onboarding_v2,Control,2026-02-26,v1
U090538,onboarding_v2,Treatment,2026-03-22,v2
U090539,onboarding_v2,Control,2026-03-11,v1
U090540,onboarding_v2,Control,2026-03-29,v1
U090541,onboarding_v2,Treatment,2026-02-06,v2
U090542,onboarding_v2,Treatment,2026-03-04,v2
U090543,onboarding_v2,Treatment,2026-03-21,v2
U090544,onboarding_v2,Treatment,2026-01-29,v2
